Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band	Gene name
13	37103259	37105664	q13.3	CSNK1A1L
13	37562583	37598844	q13.3	POSTN
13	37636636	37870425	q13.3	TRPC4
13	38349849	38363619	q13.3	UFM1
13	38687129	38887131	q13.3	FREM2
13	38965925	38991066	q13.3	STOML3
13	39009866	39038076	q13.3	PROSER1
13	39038306	39050109	q13.3	NHLRC3
13	39342892	39603528	q14.11	LHFPL6
13	39655627	39791665	q14.11	COG6
13	40469953	40666597	q14.11	FOXO1
13	40729135	40771173	q14.11	MRPS31
13	40789412	40810111	q14.11	SLC25A15
13	40932028	41061440	q14.11	ELF1
13	41061274	41084006	q14.11	WBP4
13	41127569	41132746	q14.11	KBTBD6
13	41189833	41194566	q14.11	KBTBD7
13	41216369	41263577	q14.11	MTRF1
13	41311205	41377030	q14.11	NAA16
13	41457559	41470882	q14.11	RGCC
13	41566837	41961120	q14.11	VWA8
13	42040036	42256578	q14.11	DGKH
13	42272153	42323267	q14.11	AKAP11
13	42562736	42608013	q14.11	TNFSF11
13	42781550	42791549	q14.11	FAM216B
13	42886388	42992271	q14.11	EPSTI1
13	43023203	43114224	q14.11	DNAJC15
13	43213518	43786908	q14.11	ENOX1
13	43823909	43879727	q14.11	CCDC122
13	43879284	43893932	q14.11	LACC1
13	44143543	44161257	q14.11	SMIM2
13	44373665	44397714	q14.11	SERP2
13	44432143	44577147	q14.11	TSC22D1
13	44939249	44989483	q14.12	NUFIP1
13	44989529	45037669	q14.12	GPALPP1
13	45120515	45284909	q14.12	GTF2F2
13	45192853	45194717	q14.12	KCTD4
13	45333471	45341370	q14.13	TPT1
13	45393316	45418455	q14.13	SLC25A30
13	45464898	45536630	q14.13	COG3
13	45534522	45615739	q14.13	ERICH6B
13	45702311	45714559	q14.13	SPERT
13	45777243	45851736	q14.13	SIAH3
13	45954465	46052759	q14.13	ZC3H13
13	46053186	46105076	q14.13	CPB2
13	46125920	46211871	q14.13	LCP1
13	46211943	46277366	q14.13	LRRC63
13	46342000	46438190	q14.13	RUBCNL
13	46553168	46753040	q14.13	LRCH1
13	46771256	46797232	q14.2	ESD
13	46831550	46897076	q14.2	HTR2A
13	47936491	48001354	q14.2	SUCLA2
13	48037567	48047222	q14.2	NUDT15
13	48053323	48095131	q14.2	MED4
13	48233158	48270357	q14.2	ITM2B
13	48303751	48481986	q14.2	RB1
13	48389567	48444704	q14.2	LPAR6
13	48488959	48533256	q14.2	RCBTB2
13	48653711	48711226	q14.2	CYSLTR2
13	48975912	49209779	q14.2	FNDC3A
13	49220338	49222377	q14.2	MLNR
13	49247925	49293485	q14.2	CDADC1
13	49308650	49444126	q14.2	CAB39L
13	49444374	49495003	q14.2	SETDB2
13	49495610	49528987	q14.2	PHF11
13	49531946	49585583	q14.2	RCBTB1
13	49628299	49633872	q14.2	ARL11
13	49660723	49691475	q14.2	EBPL
13	49699307	49792921	q14.2	KPNA3
13	49912706	49936490	q14.2	SPRYD7
13	49995888	50020481	q14.2	TRIM13
13	50015254	50020922	q14.2	KCNRG
13	50711008	50843939	q14.3	DLEU7
13	50909678	50973745	q14.3	RNASEH2B
13	51222334	51284241	q14.3	FAM124A
13	51335773	51364735	q14.3	SERPINE3
13	51354077	51454264	q14.3	INTS6
13	51584455	51767707	q14.3	WDFY2
13	51767993	51804157	q14.3	DHRS12
13	51861981	51866232	q14.3	CCDC70
13	51930436	52012125	q14.3	ATP7B
13	52012398	52029664	q14.3	ALG11
13	52024691	52033600	q14.3	UTP14C
13	52033611	52129078	q14.3	NEK5
13	52132639	52159861	q14.3	NEK3
13	52377167	52406494	q14.3	THSD1
13	52412602	52450628	q14.3	VPS36
13	52455429	52476628	q14.3	CKAP2
13	52640786	52643796	q14.3	HNRNPA1L2
13	52652709	52700909	q14.3	SUGT1
13	52703264	52739812	q14.3	CNMD
13	52842889	52848641	q14.3	PCDH8
13	53028759	53052057	q14.3	OLFM4
13	57140918	57157082	q21.1	PRR20C
13	57140918	57143939	q21.1	PRR20A
13	57147488	57150509	q21.1	PRR20B
13	57160632	57163653	q21.1	PRR20D
13	57167197	57170218	q21.1	PRR20E
13	57631810	57729311	q21.1	PCDH17
13	59665583	60163987	q21.2	DIAPH3
13	60396457	60573878	q21.2	TDRD3
13	61409685	61415522	q21.2	PCDH20
13	61409858	61427849	q21.2	AL592490.1
13	66302834	67230445	q21.32	PCDH9
13	69700594	70108493	q21.33	KLHL1
13	71437966	71867192	q21.33	DACH1
13	72708357	72727687	q21.33	MZT1
13	72727749	72756198	q21.33	BORA
13	72752169	72782096	q21.33	DIS3
13	72782059	73016461	q21.33	PIBF1
13	73054976	73077542	q22.1	KLF5
13	73686089	73995056	q22.1	KLF12
13	75284665	75482114	q22.2	TBC1D4
13	75525219	75549439	q22.2	COMMD6
13	75549480	75606020	q22.2	UCHL3
13	75620434	75859870	q22.2	LMO7
13	75871038	75883811	q22.2	LMO7DN
13	76880166	76886390	q22.3	KCTD12
13	76948497	76958642	q22.3	ACOD1
13	76990660	77019143	q22.3	CLN5
13	76992598	77027195	q22.3	FBXL3
13	77535674	77645263	q22.3	SCEL
13	77697854	77764242	q22.3	SLAIN1
13	77895481	77919768	q22.3	EDNRB
13	78598362	78603560	q31.1	POU4F1
13	78614291	78659179	q31.1	RNF219
13	79311824	79406477	q31.1	RBM26
13	79481124	79556075	q31.1	NDFIP2
13	80335976	80340951	q31.1	SPRY2
13	83877205	83882393	q31.1	SLITRK1
13	85792790	85799488	q31.1	SLITRK6
13	87672615	87696272	q31.2	SLITRK5
13	91398607	92873682	q31.3	GPC5
13	93226842	94407401	q31.3	GPC6
13	94436808	94479682	q32.1	DCT
13	94574051	94596257	q32.1	TGDS
13	94601903	94634645	q32.1	GPR180
13	94709622	94712399	q32.1	SOX21
13	95019829	95301446	q32.1	ABCC4
13	95433604	95579759	q32.1	CLDN10
13	95578202	95644703	q32.1	DZIP1
13	95677139	95794989	q32.1	DNAJC3
13	95801580	96053482	q32.1	UGGT2
13	96090839	96839562	q32.1	HS6ST3
13	96985719	96994730	q32.1	OXGR1
13	97221434	97394120	q32.1	MBNL2
13	97434222	97469128	q32.1	RAP2A
13	97953658	98024297	q32.2	IPO5
13	98142562	98455176	q32.2	FARP1
13	98175785	98177265	q32.2	RNF113B
13	98445185	98577940	q32.2	STK24
13	98683801	98752654	q32.3	SLC15A1
13	98793429	99086625	q32.3	DOCK9
13	99200774	99386434	q32.3	UBAC2
13	99254714	99261744	q32.3	GPR18
13	99294530	99307405	q32.3	GPR183
13	99501417	99564006	q32.3	TM9SF2
13	99606669	99897134	q32.3	CLYBL
13	99962964	99971909	q32.3	ZIC5
13	99981772	99986773	q32.3	ZIC2
13	100089015	100530437	q32.3	PCCA
13	100530164	100589528	q32.3	GGACT
13	100603927	100675093	q32.3	TMTC4
13	101053776	101416492	q33.1	NALCN
13	101452593	101720856	q33.1	ITGBL1
13	101710804	102402457	q33.1	FGF14
13	102597003	102679958	q33.1	TPP2
13	102685744	102694504	q33.1	METTL21C
13	102729369	102759070	q33.1	CCDC168
13	102765990	102773811	q33.1	TEX30
13	102784281	102799007	q33.1	KDELC1
13	102799049	102841535	q33.1	BIVM
13	102844844	102876001	q33.1	ERCC5
13	103043998	103066846	q33.1	SLC10A2
13	105465867	105491034	q33.2	DAOA
13	106489731	106535114	q33.3	EFNB2
13	106541673	106568164	q33.3	ARGLU1
13	107163510	107866735	q33.3	FAM155A
13	108207439	108218368	q33.3	LIG4
13	108218379	108234255	q33.3	ABHD13
13	108251240	108308484	q33.3	TNFSF13B
13	108596152	109208007	q33.3	MYO16
13	109752698	109786568	q34	IRS2
13	110148963	110307149	q34	COL4A1
13	110305812	110513027	q34	COL4A2
13	110523066	110561733	q34	RAB20
13	110615460	110639993	q34	NAXD
13	110641412	110713603	q34	CARS2
13	110712736	110723339	q34	ING1
13	110878540	110915069	q34	ANKRD10
13	111114559	111305737	q34	ARHGEF7
13	111316184	111344249	q34	TEX29
13	112067647	112070488	q34	SOX1
13	112376319	112434689	q34	SPACA7
13	112485005	112588167	q34	TUBGCP3
13	112690329	112887168	q34	ATP11A
13	112894378	113099739	q34	MCF2L
13	113105788	113120681	q34	F7
13	113122814	113149529	q34	F10
13	113158654	113172383	q34	PROZ
13	113177539	113208715	q34	PCID2
13	113208193	113267108	q34	CUL4A
13	113297241	113323672	q34	LAMP1
13	113324164	113364148	q34	GRTP1
13	113399610	113453524	q34	ADPRHL1
13	113455819	113490952	q34	DCUN1D2
13	113490995	113554590	q34	TMCO3
13	113584721	113641470	q34	TFDP1
13	113648804	113658186	q34	ATP4B
13	113667155	113737735	q34	GRK1
13	113759240	113816995	q34	TMEM255B
13	113820549	113864067	q34	GAS6
13	113977783	114132611	q34	RASA3
13	114234887	114272723	q34	CDC16
13	114281584	114305817	q34	UPF3A
13	114314513	114327328	q34	CHAMP1
14	18601045	18602129	q11.2	OR11H12
14	18967434	18999012	q11.2	POTEM
14	19402486	19434341	q11.2	POTEG
14	19712904	19714332	q11.2	OR11H2
14	19719015	19830253	q11.2	OR4N2
14	19743571	19749469	q11.2	OR4Q3
14	19773504	19783696	q11.2	OR4M1
14	19875142	19883932	q11.2	OR4K2
14	19920582	19921659	q11.2	OR4K5
14	19930917	19936757	q11.2	OR4K1
14	19975444	19976659	q11.2	OR4K15
14	20014143	20019307	q11.2	OR4K14
14	20029399	20036038	q11.2	OR4K13
14	20060045	20060983	q11.2	OR4L1
14	20110739	20122199	q11.2	OR4K17
14	20138820	20145471	q11.2	OR4N5
14	20190894	20201075	q11.2	OR11G2
14	20223710	20224702	q11.2	OR11H6
14	20239286	20244349	q11.2	OR11H4
14	20256558	20305994	q11.2	TTC5
14	20311368	20333312	q11.2	CCNB1IP1
14	20343582	20357905	q11.2	PARP2
14	20365667	20413429	q11.2	TEP1
14	20425870	20435811	q11.2	KLHL33
14	20446411	20455105	q11.2	OSGEP
14	20455191	20457772	q11.2	APEX1
14	20457719	20461612	q11.2	TMEM55B
14	20468954	20477094	q11.2	PNP
14	20505537	20511169	q11.2	RNASE10
14	20556093	20560931	q11.2	RNASE9
14	20583559	20609884	q11.2	RNASE11
14	20590193	20590823	q11.2	RNASE12
14	20640696	20641691	q11.2	OR6S1
14	20684100	20701215	q11.2	RNASE4
14	20684177	20698971	q11.2	ANG
14	20745892	20748380	q11.2	EDDM3A
14	20768427	20770948	q11.2	EDDM3B
14	20781051	20782467	q11.2	RNASE6
14	20801228	20803278	q11.2	RNASE1
14	20891399	20892348	q11.2	RNASE3
14	20955452	20956436	q11.2	RNASE2
14	20989770	20997035	q11.2	METTL17
14	20999255	21001871	q11.2	SLC39A2
14	21016763	21070872	q11.2	NDRG2
14	21024109	21036276	q11.2	TPPP2
14	21032820	21034785	q11.2	RNASE13
14	21042226	21044234	q11.2	RNASE7
14	21057822	21058455	q11.2	RNASE8
14	21070270	21090240	q11.2	ARHGEF40
14	21090046	21104722	q11.2	ZNF219
14	21098937	21103724	q11.2	TMEM253
14	21148370	21159060	q11.2	OR5AU1
14	21209136	21269494	q11.2	HNRNPC
14	21287939	21351301	q11.2	RPGRIP1
14	21351472	21384266	q11.2	SUPT16H
14	21385194	21456126	q11.2	CHD8
14	21459020	21476973	q11.2	RAB2B
14	21476597	21499175	q11.2	TOX4
14	21498133	21511375	q11.2	METTL3
14	21521081	21537216	q11.2	SALL2
14	21568520	21580076	q11.2	OR10G3
14	21633836	21634940	q11.2	OR10G2
14	21653835	21667642	q11.2	OR4E2
14	22564905	22589269	q11.2	DAD1
14	22598237	22613215	q11.2	ABHD4
14	22766522	22773041	q11.2	OXA1L
14	22773222	22829820	q11.2	SLC7A7
14	22829879	22835037	q11.2	MRPL52
14	22836557	22849027	q11.2	MMP14
14	22871613	22881580	q11.2	LRP10
14	22883165	22887686	q11.2	REM2
14	22893206	22919184	q11.2	RBM23
14	22920511	22929585	q11.2	PRMT5
14	22946228	22957161	q11.2	HAUS4
14	22971174	22982642	q11.2	AJUBA
14	22985908	23010166	q11.2	C14orf93
14	23016543	23035230	q11.2	PSMB5
14	23042167	23044276	q11.2	PSMB11
14	23047062	23057538	q11.2	CDH24
14	23058564	23095614	q11.2	ACIN1
14	23094765	23100462	q11.2	C14orf119
14	23117304	23119616	q11.2	CEBPE
14	23125295	23183674	q11.2	SLC7A8
14	23185316	23273477	q11.2	RNF212B
14	23272422	23299447	q11.2	HOMEZ
14	23295643	23302848	q11.2	PPP1R3E
14	23298790	23311759	q11.2	BCL2L2
14	23306835	23325369	q11.2	BCL2L2-PABPN1
14	23321289	23326185	q11.2	PABPN1
14	23346306	23352912	q11.2	SLC22A17
14	23356402	23365752	q11.2	EFS
14	23372809	23376403	q11.2	IL25
14	23376808	23379772	q11.2	CMTM5
14	23381990	23408277	q11.2	MYH6
14	23412738	23435718	q11.2	MYH7
14	23469688	23509862	q11.2	NGDN
14	23520855	23556192	q11.2	ZFHX2
14	23555988	23560271	q11.2	THTPA
14	23559565	23568070	q11.2	AP1G2
14	23568035	23578800	q11.2	JPH4
14	23630115	23645639	q11.2	DHRS2
14	23953586	23969279	q11.2	DHRS4
14	23969874	24006408	q11.2	DHRS4L2
14	24052000	24069728	q11.2	CARMIL3
14	24070837	24078100	q11.2	CPNE6
14	24080107	24115014	q12	NRL
14	24094053	24110598	q11.2	PCK2
14	24114195	24125242	q12	DCAF11
14	24131275	24132849	q12	FITM1
14	24136158	24138967	q12	PSME1
14	24138959	24141588	q12	EMC9
14	24143362	24147570	q12	PSME2
14	24146683	24160661	q12	RNF31
14	24161053	24166565	q12	IRF9
14	24171853	24180257	q12	REC8
14	24180219	24188964	q12	IPO4
14	24189143	24195687	q12	TM9SF1
14	24205697	24208362	q12	TSSK4
14	24209583	24213869	q12	CHMP4A
14	24213937	24216070	q12	MDP1
14	24216852	24232454	q12	NEDD8
14	24232422	24239242	q12	GMPR2
14	24239643	24242674	q12	TINF2
14	24249114	24264432	q12	TGM1
14	24265538	24271739	q12	RABGGTA
14	24290598	24299833	q12	DHRS1
14	24299862	24309124	q12	NOP9
14	24305096	24311430	q12	CIDEB
14	24305734	24312053	q12	LTB4R2
14	24311450	24318036	q12	LTB4R
14	24318349	24335093	q12	ADCY4
14	24336021	24340045	q12	RIPK3
14	24365673	24379604	q12	NFATC4
14	24398786	24419288	q12	NYNRIN
14	24426532	24430954	q12	CBLN3
14	24429286	24441834	q12	KHNYN
14	24439766	24442905	q12	SDR39U1
14	24505353	24508265	q12	CMA1
14	24573522	24576260	q12	CTSG
14	24606480	24609699	q12	GZMH
14	24630954	24634267	q12	GZMB
14	24809656	25050297	q12	STXBP6
14	26443093	26597754	q12	NOVA1
14	28760330	28770277	q12	FOXG1
14	29576479	30191898	q12	PRKD1
14	30559123	30620063	q12	G2E3
14	30622112	30735812	q12	SCFD1
14	30874514	30895065	q12	COCH
14	30893799	31026401	q12	STRN3
14	31025106	31096450	q12	AP4S1
14	31100112	31207804	q12	HECTD1
14	31291791	31420582	q12	HEATR5A
14	31446036	31457510	q12	DTD2
14	31482875	31488142	q12	GPR33
14	31489956	31861224	q12	NUBPL
14	32076114	32159728	q12	ARHGAP5
14	32329273	32837681	q12	AKAP6
14	32934933	33804176	q13.1	NPAS3
14	33924231	34462774	q13.1	EGLN3
14	34432789	34462356	q13.1	SPTSSA
14	34515929	34539711	q13.1	EAPP
14	34561094	34630183	q13.1	SNX6
14	34706769	34714823	q13.1	CFL2
14	34752731	34875647	q13.2	BAZ1A
14	34981957	35029567	q13.2	SRP54
14	35044907	35113130	q13.2	FAM177A1
14	35085467	35122517	q13.2	PPP2R3C
14	35121846	35277614	q13.2	KIAA0391
14	35122549	35317474	q13.2	AL121594.3
14	35278633	35317493	q13.2	PSMA6
14	35401511	35404749	q13.2	NFKBIA
14	35534042	35537054	q13.2	INSM2
14	35538352	35809304	q13.2	RALGAPA1
14	35826318	35932325	q13.2	BRMS1L
14	36298558	36320676	q13.3	MBIP
14	36473288	36513829	q13.3	SFTA3
14	36516392	36521149	q13.3	NKX2-1
14	36580579	36582607	q13.3	NKX2-8
14	36657568	36679715	q13.3	PAX9
14	36678431	37172866	q13.3	SLC25A21
14	37197913	37552361	q13.3	MIPOL1
14	37589984	37596059	q21.1	FOXA1
14	38207999	38213067	q21.1	SSTR1
14	38254103	38256369	q21.1	CLEC14A
14	39031919	39109646	q21.1	SEC23A
14	39114223	39136973	q21.1	GEMIN2
14	39147811	39170532	q21.1	TRAPPC6B
14	39175183	39183218	q21.1	PNN
14	39230231	39388513	q21.1	CTAGE5
14	39397669	39432500	q21.1	FBXO33
14	41607570	41904549	q21.1	LRFN5
14	44504342	44507279	q21.2	FSCB
14	44897295	44907257	q21.2	C14orf28
14	44924319	45042322	q21.2	KLHL28
14	44962208	45074431	q21.2	TOGARAM1
14	45084099	45116282	q21.2	PRPF39
14	45115600	45135319	q21.2	FKBP3
14	45135940	45200890	q21.2	FANCM
14	45203190	45253540	q21.2	MIS18BP1
14	46651010	46651821	q21.2	RPL10L
14	46840092	47674954	q21.3	MDGA2
14	49570984	49599164	q21.3	RPS29
14	49598697	49614672	q21.3	LRR1
14	49618519	49620685	q21.3	RPL36AL
14	49620795	49623481	q21.3	MGAT2
14	49625174	49635230	q21.3	DNAAF2
14	49643555	49688422	q21.3	POLE2
14	49693105	49753152	q21.3	KLHDC1
14	49767608	49786385	q21.3	KLHDC2
14	49782083	49853203	q21.3	NEMF
14	49893092	49897054	q21.3	ARF6
14	50108632	50116600	q21.3	VCPKMT
14	50117120	50231558	q21.3	SOS2
14	50237563	50312548	q21.3	L2HGDH
14	50312326	50335558	q21.3	ATP5S
14	50329404	50416461	q22.1	CDKL1
14	50532509	50633068	q22.1	ATL1
14	50632058	50668331	q22.1	SAV1
14	50719763	50831121	q22.1	NIN
14	50857891	50944736	q22.1	PYGL
14	50872160	50904970	q22.1	ABHD12B
14	50975262	51096061	q22.1	TRIM9
14	51240162	51257546	q22.1	TMX1
14	51489100	51730727	q22.1	FRMD6
14	51826195	51979342	q22.1	GNG2
14	51989475	52010691	q22.1	C14orf166
14	52004803	52069228	q22.1	NID2
14	52267713	52276724	q22.1	PTGDR
14	52314305	52328606	q22.1	PTGER2
14	52430590	52552522	q22.1	TXNDC16
14	52553148	52637713	q22.1	GPR137C
14	52639916	52695900	q22.1	ERO1A
14	52707172	52728587	q22.1	PSMC6
14	52730180	52774998	q22.1	STYX
14	52775194	52791668	q22.1	GNPNAT1
14	52857268	52952435	q22.1	FERMT2
14	53036745	53153282	q22.1	DDHD1
14	53949736	53958761	q22.2	BMP4
14	54396849	54420218	q22.2	CDKN3
14	54423560	54441431	q22.2	CNIH1
14	54474484	54489196	q22.2	GMFB
14	54509812	54539309	q22.2	CGRRF1
14	54567097	54793315	q22.2	SAMD4A
14	54842008	54902852	q22.2	GCH1
14	54938950	55027105	q22.3	WDHD1
14	55027230	55049488	q22.3	SOCS4
14	55051631	55070192	q22.3	MAPK1IP1L
14	55124110	55145413	q22.3	LGALS3
14	55148112	55191678	q22.3	DLGAP5
14	55271303	55361918	q22.3	FBXO34
14	55366392	55411858	q22.3	ATG14
14	55413541	55456726	q22.3	TBPL2
14	55559072	55701526	q22.3	KTN1
14	56117814	56301526	q22.3	PELI2
14	56488354	56650606	q22.3	TMEM260
14	56799905	56810479	q22.3	OTX2
14	57200507	57269008	q22.3	EXOC5
14	57268909	57298742	q22.3	AP5M1
14	57390544	57415917	q22.3	NAA30
14	57469301	57493867	q22.3	C14orf105
14	57563922	57982194	q23.1	SLC35F4
14	57999735	58298139	q23.1	C14orf37
14	58200080	58235636	q23.1	ACTR10
14	58244831	58272012	q23.1	PSMA3
14	58298385	58373887	q23.1	ARID4A
14	58395916	58408701	q23.1	TOMM20L
14	58408494	58427614	q23.1	TIMM9
14	58427385	58551289	q23.1	KIAA0586
14	58633967	58648321	q23.1	DACT1
14	59188646	59371405	q23.1	DAAM1
14	59429022	59465342	q23.1	GPR135
14	59460363	59484430	q23.1	L3HYPDH
14	59484443	59505410	q23.1	JKAMP
14	59504539	59576831	q23.1	CCDC175
14	59595976	59870966	q23.1	RTN1
14	60091911	60169133	q23.1	PCNX4
14	60144120	60169856	q23.1	DHRS7
14	60245752	60299087	q23.1	PPM1A
14	60396469	60515543	q23.1	C14orf39
14	60508951	60512850	q23.1	SIX6
14	60643415	60658259	q23.1	SIX1
14	60709528	60724348	q23.1	SIX4
14	60734742	60969953	q23.1	MNAT1
14	60971451	60981358	q23.1	TRMT5
14	60981114	61083733	q23.1	SLC38A6
14	61187559	61550976	q23.1	PRKCH
14	61277370	61281840	q23.1	TMEM30B
14	61695513	61748259	q23.2	HIF1A
14	61762357	61796428	q23.2	SNAPC1
14	61811974	62112550	q23.2	SYT16
14	62699454	63102037	q23.2	KCNH5
14	63204114	63293219	q23.2	RHOJ
14	63312835	63318879	q23.2	GPHB5
14	63371357	63543374	q23.2	PPP2R5E
14	63597039	63641861	q23.2	WDR89
14	63684214	63728039	q23.2	SGPP1
14	63852983	64226433	q23.2	SYNE2
14	64084232	64338112	q23.3	ESR2
14	64388031	64463457	q23.3	MTHFD1
14	64449106	64505213	q23.3	ZBTB25
14	64465499	64474503	q23.3	AKAP5
14	64503712	64533690	q23.3	ZBTB1
14	64535905	64546173	q23.3	HSPA2
14	64549902	64589380	q23.3	PPP1R36
14	64704102	64750247	q23.3	PLEKHG3
14	64746283	64879883	q23.3	SPTB
14	64914361	64944591	q23.3	CHURC1
14	64939152	64942905	q23.3	GPX2
14	64945814	64972776	q23.3	RAB15
14	64986720	65062652	q23.3	FNTB
14	65006174	65102695	q23.3	MAX
14	65410592	65744121	q23.3	FUT8
14	66507407	67181803	q23.3	GPHN
14	67189393	67228550	q23.3	FAM71D
14	67241109	67335819	q23.3	MPP5
14	67294371	67360265	q23.3	ATP6V1D
14	67359997	67386516	q23.3	EIF2S1
14	67386983	67412200	q24.1	PLEK2
14	67447084	67533739	q24.1	TMEM229B
14	67533301	67589612	q24.1	PLEKHH1
14	67581955	67600287	q24.1	PIGH
14	67619798	67651720	q24.1	ARG2
14	67647075	67674831	q24.1	VTI1B
14	67676801	67695814	q24.1	RDH11
14	67701886	67734452	q24.1	RDH12
14	67727374	67816590	q24.1	ZFYVE26
14	67819779	68730218	q24.1	RAD51B
14	68787660	68796253	q24.1	ZFP36L1
14	68874143	68979440	q24.1	ACTN1
14	69050881	69153150	q24.1	DCAF5
14	69191511	69244020	q24.1	EXD2
14	69259277	69357033	q24.1	GALNT16
14	69380123	69398627	q24.1	ERH
14	69398015	69462388	q24.1	SLC39A9
14	69484692	69531551	q24.1	PLEKHD1
14	69569816	69574837	q24.1	CCDC177
14	69611596	69715142	q24.1	SUSD6
14	69726900	69772005	q24.1	SRSF5
14	69775417	69797289	q24.1	SLC10A1
14	69854131	70032366	q24.2	SMOC1
14	70044217	70189070	q24.2	SLC8A3
14	70325081	70359731	q24.2	COX16
14	70326064	70417074	q24.2	SYNJ2BP-COX16
14	70366496	70417061	q24.2	SYNJ2BP
14	70452157	70459899	q24.2	ADAM21
14	70522358	70535015	q24.2	ADAM20
14	70581257	70600690	q24.2	MED6
14	70641787	70675360	q24.2	TTC9
14	70722526	70809534	q24.2	MAP3K9
14	70907405	71115382	q24.2	PCNX1
14	71320449	71741229	q24.2	SIPA1L1
14	71932439	72566529	q24.2	RGS6
14	72619296	72894116	q24.2	DPF3
14	72926332	72959703	q24.2	DCAF4
14	72969451	73027212	q24.2	ZFYVE1
14	73058436	73123898	q24.2	RBM25
14	73136418	73223691	q24.2	PSEN1
14	73237497	73274640	q24.2	PAPLN
14	73275107	73463642	q24.3	NUMB
14	73478484	73558947	q24.3	HEATR4
14	73490964	73493392	q24.3	RIOX1
14	73537114	73543794	q24.3	ACOT1
14	73567620	73575658	q24.3	ACOT2
14	73591706	73596496	q24.3	ACOT4
14	73610945	73619888	q24.3	ACOT6
14	73644875	73703732	q24.3	DNAL1
14	73711783	73714372	q24.3	PNMA1
14	73715122	73790285	q24.3	ELMSAN1
14	73851844	73886827	q24.3	PTGR2
14	73886617	73932511	q24.3	ZNF410
14	73931501	73950414	q24.3	FAM161B
14	73949926	73963670	q24.3	COQ6
14	73958010	74019399	q24.3	ENTPD5
14	74019353	74082863	q24.3	BBOF1
14	74056850	74084493	q24.3	ALDH6A1
14	74084796	74201235	q24.3	LIN52
14	74239472	74262738	q24.3	VSX2
14	74285423	74303056	q24.3	ABCD4
14	74303069	74360008	q24.3	VRTN
14	74405893	74426102	q24.3	SYNDIG1L
14	74476192	74494177	q24.3	NPC2
14	74493720	74497106	q24.3	ISCA2
14	74498170	74612378	q24.3	LTBP2
14	74653437	74713115	q24.3	AREL1
14	74713144	74738620	q24.3	FCF1
14	74763366	74859435	q24.3	YLPM1
14	74852871	74871940	q24.3	PROX2
14	74881891	74903745	q24.3	DLST
14	74903954	74923396	q24.3	RPS6KL1
14	74941834	74955784	q24.3	PGF
14	75002911	75012366	q24.3	EIF2B2
14	75013764	75051532	q24.3	MLH3
14	75053221	75069483	q24.3	ACYP1
14	75064170	75079987	q24.3	ZC2HC1C
14	75079353	75127344	q24.3	NEK9
14	75131470	75176631	q24.3	TMED10
14	75278774	75282230	q24.3	FOS
14	75427716	75474111	q24.3	JDP2
